bin	name	chrom	strand	txStart	txEnd	name2
971	NM_001144972	chr16	-	50700210	50715264	SNX20
971	NM_153337	chr16	-	50700210	50715264	SNX20
971	NM_182854	chr16	-	50705535	50715264	SNX20
10	NM_032167	chr16	+	12070590	12668146	SNX29
93	NR_045011	chr16	+	21360683	21397254	SNX29P1
12	NR_002939	chr16	+	29313607	29376380	SNX29P2
671	NM_003745	chr16	-	11348273	11350039	SOCS1
592	NM_014587	chr16	+	1031807	1036979	SOX8
1269	NM_152339	chr16	-	89762764	89768121	SPATA2L
1269	NM_153025	chr16	+	89724151	89736866	SPATA33
1269	NM_001271907	chr16	+	89724211	89736866	SPATA33
1269	NM_001271908	chr16	+	89724211	89736866	SPATA33
1269	NM_001271910	chr16	+	89724211	89736866	SPATA33
1269	NR_073515	chr16	+	89724211	89736866	SPATA33
1269	NR_073516	chr16	+	89724454	89727916	SPATA33
1269	NM_001271909	chr16	+	89724454	89736866	SPATA33
1268	NM_199367	chr16	+	89574795	89604129	SPG7
1268	NM_003119	chr16	+	89574795	89624176	SPG7
158	NM_032451	chr16	+	89894906	89937727	SPIRE2
811	NM_001030288	chr16	+	29674270	29681823	SPN
811	NM_003123	chr16	+	29674539	29681823	SPN
806	NM_001142449	chr16	+	28986095	28995869	SPNS1
806	NM_001142451	chr16	+	28986095	28995869	SPNS1
806	NM_001142450	chr16	+	28986095	28995869	SPNS1
806	NM_001142448	chr16	+	28986095	28995869	SPNS1
806	NM_032038	chr16	+	28986095	28995869	SPNS1
598	NM_080861	chr16	-	1826712	1832581	SPSB3
598	NM_001324081	chr16	-	1826738	1831823	SPSB3
819	NM_006662	chr16	+	30710461	30751450	SRCAP
617	NM_001323668	chr16	-	4239374	4292081	SRL
617	NM_001323667	chr16	-	4239374	4292081	SRL
617	NM_001098814	chr16	-	4239374	4292081	SRL
606	NM_016333	chr16	+	2802329	2821413	SRRM2
606	NR_027274	chr16	-	2787076	2794798	SRRM2-AS1
606	NR_027275	chr16	-	2787076	2802601	SRRM2-AS1
593	NM_001172560	chr16	+	1122755	1131454	SSTR5
593	NM_001053	chr16	+	1128780	1131454	SSTR5
593	NR_027242	chr16	-	1114081	1128731	SSTR5-AS1
1122	NM_006927	chr16	-	70413337	70472991	ST3GAL2
590	NM_001293197	chr16	+	730110	732768	STUB1
590	NM_005861	chr16	+	730110	732768	STUB1
821	NM_052874	chr16	-	31000576	31021959	STX1B
821	NM_001272096	chr16	+	31044415	31051488	STX4
821	NM_001272095	chr16	+	31044811	31051488	STX4
821	NM_004604	chr16	+	31044811	31051488	STX4
803	NM_177530	chr16	-	28616907	28620649	SULT1A1
803	NM_177534	chr16	-	28616907	28620649	SULT1A1
803	NM_001055	chr16	-	28616907	28621365	SULT1A1
803	NM_177529	chr16	-	28616907	28621365	SULT1A1
803	NM_177536	chr16	-	28616907	28634907	SULT1A1
803	NM_177528	chr16	-	28603263	28607801	SULT1A2
803	NM_001054	chr16	-	28603263	28608391	SULT1A2
809	NM_177552	chr16	+	29471206	29476301	SULT1A3
815	NM_177552	chr16	+	30210548	30215650	SULT1A3
809	NM_001017390	chr16	+	29471206	29476301	SULT1A4
815	NM_001017390	chr16	+	30210548	30215650	SULT1A4
1174	NM_001129979	chr16	+	77233348	77246976	SYCE1L
600	NM_004209	chr16	+	2039945	2044276	SYNGR3
91	NM_016524	chr16	+	19179534	19279656	SYT17
91	NM_001308157	chr16	+	19183678	19279656	SYT17
1227	NM_001243156	chr16	-	84211452	84220676	TAF1C
1227	NM_001243157	chr16	-	84211452	84220676	TAF1C
1227	NM_001243158	chr16	-	84211452	84220676	TAF1C
1227	NM_001243159	chr16	-	84211452	84220676	TAF1C
1227	NM_001243160	chr16	-	84211452	84220676	TAF1C
1227	NM_005679	chr16	-	84211452	84220676	TAF1C
1227	NM_139353	chr16	-	84211452	84220676	TAF1C
138	NM_024562	chr16	+	68877508	69119085	TANGO6
813	NM_001252043	chr16	+	29985187	29999726	TAOK2
813	NM_016151	chr16	+	29985187	29999726	TAOK2
813	NM_004783	chr16	+	29985187	30003582	TAOK2
1131	NM_000353	chr16	-	71600753	71610998	TAT
1131	NR_103851	chr16	+	71599691	71606341	TAT-AS1
1131	NR_103852	chr16	+	71598918	71606341	TAT-AS1
816	NM_015527	chr16	-	30368421	30381522	TBC1D10B
604	NM_001199107	chr16	+	2525146	2555734	TBC1D24
604	NM_020705	chr16	+	2525146	2555734	TBC1D24
600	NM_006453	chr16	+	2022063	2028751	TBL3
814	NM_004608	chr16	-	30097114	30103205	TBX6
606	NM_007108	chr16	-	2821414	2827297	TCEB2
606	NM_207013	chr16	-	2821414	2827297	TCEB2
1271	NM_014972	chr16	+	89939993	89977792	TCF25
83	NM_144674	chr16	-	10721360	10788802	TEKT5
596	NM_016111	chr16	+	1543351	1560460	TELO2
1027	NM_199046	chr16	+	58010338	58022017	TEPP
1027	NM_199456	chr16	+	58010338	58022017	TEPP
1094	NM_001136505	chr16	-	66788878	66835523	TERB1
1114	NM_005652	chr16	-	69389463	69419891	TERF2
1162	NM_018975	chr16	+	75681634	75691341	TERF2IP
617	NM_003223	chr16	-	4307186	4323001	TFAP4
825	NM_001042454	chr16	+	31483475	31489281	TGFB1I1
825	NM_001164719	chr16	+	31483528	31489281	TGFB1I1
825	NM_015927	chr16	+	31484525	31489281	TGFB1I1
1102	NM_020457	chr16	+	67876212	67878098	THAP11
608	NM_001142350	chr16	+	3074031	3077756	THOC6
608	NM_024339	chr16	+	3074031	3077756	THOC6
743	NM_001304550	chr16	-	20744985	20753286	THUMPD1
743	NM_017736	chr16	-	20744985	20753286	THUMPD1
610	NM_033208	chr16	-	3348807	3355439	TIGD7
1092	NM_001272050	chr16	-	66541905	66583728	TK2
1092	NM_001172643	chr16	-	66541905	66584194	TK2
1092	NM_001172644	chr16	-	66541905	66584315	TK2
1092	NM_001172645	chr16	-	66541905	66584315	TK2
1092	NM_001271934	chr16	-	66541905	66584315	TK2
1092	NM_004614	chr16	-	66541905	66584315	TK2
1092	NM_001271935	chr16	-	66541905	66584194	TK2
1092	NR_073520	chr16	-	66541905	66584315	TK2
1229	NM_020947	chr16	-	84509965	84538288	TLDC1
733	NM_001308161	chr16	+	19421860	19510434	TMC5
733	NM_001105248	chr16	+	19422056	19510434	TMC5
733	NM_001105249	chr16	+	19422056	19510434	TMC5
733	NM_001261841	chr16	+	19429017	19510434	TMC5
733	NM_024780	chr16	+	19467771	19510434	TMC5
91	NM_001300732	chr16	+	18995255	19071318	TMC7
91	NM_024847	chr16	+	18995255	19075262	TMC7
91	NM_001160364	chr16	+	18995608	19075262	TMC7
91	NM_001324263	chr16	+	18995255	19075262	TMC7
91	NM_001324265	chr16	+	18995255	19075262	TMC7
91	NM_001324268	chr16	+	18995255	19075262	TMC7
91	NR_136733	chr16	+	18995255	19075262	TMC7
1114	NM_144676	chr16	-	69377148	69385712	TMED6
650	NR_110736	chr16	-	8576550	8602209	TMEM114
650	NM_001290098	chr16	-	8587570	8587828	TMEM114
650	NM_001290095	chr16	-	8619501	8620007	TMEM114
650	NM_001146336	chr16	-	8619501	8622226	TMEM114
650	NM_001290097	chr16	-	8619501	8622226	TMEM114
746	NM_001301769	chr16	+	21169697	21191937	TMEM159
746	NM_001301771	chr16	+	21169697	21191937	TMEM159
746	NM_001301773	chr16	+	21169697	21191937	TMEM159
746	NM_001301774	chr16	+	21169697	21191937	TMEM159
746	NM_001301775	chr16	+	21169697	21191937	TMEM159
746	NM_020422	chr16	+	21169697	21191937	TMEM159
746	NR_125971	chr16	+	21169697	21191937	TMEM159
2	NM_145254	chr16	-	75477141	75498635	TMEM170A
2	NM_001304997	chr16	-	75477141	75498314	TMEM170A
2	NM_001304998	chr16	-	75477141	75498635	TMEM170A
2	NM_001304996	chr16	-	75477141	75498635	TMEM170A
652	NM_015421	chr16	-	8889036	8891505	TMEM186
597	NM_001256541	chr16	+	1578741	1605581	TMEM204
597	NM_024600	chr16	+	1583657	1605581	TMEM204
1098	NM_001318217	chr16	+	67261015	67263182	TMEM208
1098	NM_014187	chr16	+	67261015	67263182	TMEM208
1098	NR_134524	chr16	+	67261015	67263182	TMEM208
813	NM_001083613	chr16	+	29973350	29984373	TMEM219
813	NM_194280	chr16	+	29973350	29984373	TMEM219
1161	NR_074083	chr16	-	75572014	75590184	TMEM231
1161	NM_001077418	chr16	-	75572014	75590184	TMEM231
1161	NM_001077416	chr16	-	75572014	75590184	TMEM231
819	NM_001256829	chr16	+	30751511	30756517	TMEM265
588	NM_021259	chr16	-	420775	431950	TMEM8A
608	NM_016639	chr16	+	3070312	3072383	TNFRSF12A
677	NM_001192	chr16	+	12058963	12061925	TNFRSF17
671	NM_005425	chr16	-	11361713	11363160	TNP2
96	NM_014494	chr16	+	24741048	24837547	TNRC6A
123	NM_001080430	chr16	-	52470327	52580806	TOX3
123	NM_001146188	chr16	-	52470327	52581714	TOX3
834	NM_016212	chr16	-	32684848	32687450	TP53TG3
834	NR_110886	chr16	-	32684848	32687450	TP53TG3
834	NR_110910	chr16	-	32684848	32687450	TP53TG3
838	NM_016212	chr16	+	33205582	33208179	TP53TG3
838	NR_110886	chr16	+	33205582	33208179	TP53TG3
838	NR_110910	chr16	+	33205582	33208179	TP53TG3
838	NM_016212	chr16	+	33262117	33264719	TP53TG3
838	NR_110886	chr16	+	33262117	33264719	TP53TG3
838	NR_110910	chr16	+	33262117	33264719	TP53TG3
834	NM_001099687	chr16	-	32684848	32687450	TP53TG3B
834	NR_110897	chr16	-	32684848	32687450	TP53TG3B
834	NR_110911	chr16	-	32684848	32687450	TP53TG3B
838	NM_001099687	chr16	+	33205582	33208179	TP53TG3B
838	NR_110897	chr16	+	33205582	33208179	TP53TG3B
838	NR_110911	chr16	+	33205582	33208179	TP53TG3B
838	NM_001099687	chr16	+	33262117	33264719	TP53TG3B
838	NR_110897	chr16	+	33262117	33264719	TP53TG3B
838	NR_110911	chr16	+	33262117	33264719	TP53TG3B
834	NM_001205259	chr16	-	32685408	32687448	TP53TG3C
834	NR_110914	chr16	-	32685408	32687448	TP53TG3C
838	NM_001205259	chr16	+	33205584	33207624	TP53TG3C
838	NR_110914	chr16	+	33205584	33207624	TP53TG3C
838	NM_001205259	chr16	+	33262119	33264159	TP53TG3C
838	NR_110914	chr16	+	33262119	33264159	TP53TG3C
831	NM_001243722	chr16	+	32264644	32267249	TP53TG3D
831	NR_110898	chr16	+	32264644	32267249	TP53TG3D
850	NR_034018	chr16	-	34739458	34741541	TP53TG3HP
850	NR_034019	chr16	-	34739458	34741541	TP53TG3HP
1099	NM_016140	chr16	-	67423709	67427438	TPPP3
1099	NM_015964	chr16	-	67423709	67427438	TPPP3
594	NM_003294	chr16	+	1290677	1292555	TPSAB1
594	NM_024164	chr16	-	1278335	1280185	TPSB2
594	NM_012217	chr16	+	1306272	1308494	TPSD1
594	NM_012467	chr16	-	1271650	1275254	TPSG1
1097	NM_003789	chr16	-	67188088	67193812	TRADD
1097	NM_001323552	chr16	-	67188088	67193812	TRADD
601	NM_032271	chr16	+	2205798	2228130	TRAF7
613	NM_001272049	chr16	-	3708037	3767598	TRAP1
613	NM_016292	chr16	-	3708037	3767598	TRAP1
1263	NR_134671	chr16	+	88922627	88929094	TRAPPC2L
1263	NM_001318524	chr16	+	88923493	88929094	TRAPPC2L
1263	NM_001318525	chr16	+	88923493	88929094	TRAPPC2L
1263	NM_001318526	chr16	+	88923493	88929094	TRAPPC2L
1263	NM_001318527	chr16	+	88923493	88929094	TRAPPC2L
1263	NM_001318528	chr16	+	88923493	88929094	TRAPPC2L
1263	NM_001318529	chr16	+	88923493	88929094	TRAPPC2L
1263	NM_001318530	chr16	+	88923493	88929094	TRAPPC2L
1263	NM_001318532	chr16	+	88923493	88929094	TRAPPC2L
1263	NM_016209	chr16	+	88923493	88929094	TRAPPC2L
1263	NR_134670	chr16	+	88923493	88929094	TRAPPC2L
823	NM_001008274	chr16	+	31225341	31236510	TRIM72
601	NM_000548	chr16	+	2097895	2138721	TSC2
601	NM_001077183	chr16	+	2097895	2138721	TSC2
601	NM_001114382	chr16	+	2097895	2138721	TSC2
601	NM_001318827	chr16	+	2097895	2138721	TSC2
601	NM_001318829	chr16	+	2097895	2138721	TSC2
601	NM_001318831	chr16	+	2097895	2138721	TSC2
601	NM_001318832	chr16	+	2098202	2138721	TSC2
1102	NM_001288990	chr16	+	67840780	67861971	TSNAXIP1
1102	NM_001288991	chr16	+	67840780	67861971	TSNAXIP1
1102	NM_001288992	chr16	+	67840780	67861971	TSNAXIP1
1102	NM_001288993	chr16	+	67840780	67861971	TSNAXIP1
1102	NM_001288994	chr16	+	67840780	67861971	TSNAXIP1
1102	NM_018430	chr16	+	67840780	67861971	TSNAXIP1
595	NM_001001410	chr16	-	1399240	1401873	TSR3
1271	NM_001197181	chr16	+	89988416	90002505	TUBB3
1271	NM_006086	chr16	+	89989686	90002505	TUBB3
805	NM_003321	chr16	-	28853731	28857729	TUFM
83	NR_134901	chr16	-	10854775	10912651	TVP23A
83	NR_134902	chr16	-	10854775	10912651	TVP23A
83	NR_134904	chr16	-	10854775	10912651	TVP23A
83	NR_134905	chr16	-	10854775	10912651	TVP23A
83	NM_001079512	chr16	-	10860532	10912651	TVP23A
83	NM_001318873	chr16	-	10860532	10912651	TVP23A
83	NR_134906	chr16	-	10854775	10912651	TVP23A
83	NR_134903	chr16	-	10854775	10912651	TVP23A
84	NM_001303447	chr16	-	11772935	11836734	TXNDC11
84	NM_015914	chr16	-	11772935	11836734	TXNDC11
84	NM_001324022	chr16	-	11772935	11836734	TXNDC11
84	NM_001324024	chr16	-	11772935	11836734	TXNDC11
84	NM_001324025	chr16	-	11772935	11836734	TXNDC11
84	NR_136671	chr16	-	11772935	11836734	TXNDC11
84	NR_136672	chr16	-	11772935	11836734	TXNDC11
84	NR_136673	chr16	-	11772935	11836734	TXNDC11
84	NR_136674	chr16	-	11772935	11836734	TXNDC11
1135	NM_001142318	chr16	-	72118755	72128215	TXNL4B
1135	NM_017853	chr16	-	72118755	72127539	TXNL4B
1135	NM_001142317	chr16	-	72118755	72127768	TXNL4B
1135	NM_001324355	chr16	-	72118751	72127550	TXNL4B
1135	NM_001324354	chr16	-	72118751	72127550	TXNL4B
620	NM_145253	chr16	-	4658883	4664927	UBALD1
595	NM_194260	chr16	+	1359153	1377019	UBE2I
595	NM_194261	chr16	+	1359153	1377019	UBE2I
595	NM_003345	chr16	+	1359627	1377019	UBE2I
595	NM_194259	chr16	+	1359627	1377019	UBE2I
847	NR_002837	chr16	-	34403801	34404762	UBE2MP1
764	NM_019116	chr16	+	23568861	23585710	UBFD1
622	NM_001079514	chr16	+	4897631	4932402	UBN1
622	NM_001288656	chr16	+	4898380	4932402	UBN1
740	NM_001008389	chr16	-	20344372	20364200	UMOD
740	NM_001278614	chr16	-	20344372	20364200	UMOD
740	NM_003361	chr16	-	20344372	20364200	UMOD
595	NM_001193389	chr16	-	1413205	1429684	UNKL
74	NM_001193388	chr16	-	1413205	1464721	UNKL
596	NM_001037125	chr16	-	1448305	1464721	UNKL
595	NM_001276414	chr16	-	1413205	1429684	UNKL
752	NM_003366	chr16	+	21964384	21994981	UQCRC2
1272	NR_027335	chr16	-	90106168	90114033	URAHP
1272	NR_027336	chr16	-	90109309	90114191	URAHP
1027	NM_001204911	chr16	+	58035276	58047474	USB1
1027	NM_001195302	chr16	+	58035276	58055527	USB1
1027	NM_024598	chr16	+	58035276	58055527	USB1
153	NM_001272075	chr16	+	84733554	84813527	USP10
153	NM_005153	chr16	+	84733554	84813527	USP10
153	NR_073577	chr16	+	84733554	84813527	USP10
153	NR_073578	chr16	+	84733554	84813527	USP10
761	NM_020718	chr16	-	23072727	23160591	USP31
81	NM_001321858	chr16	-	8985950	9050237	USP7
653	NM_001286457	chr16	-	8985950	9030586	USP7
653	NM_001286458	chr16	-	8985950	9030586	USP7
81	NM_003470	chr16	-	8985950	9057341	USP7
653	NR_135826	chr16	-	8985950	9043511	USP7
1112	NM_001318391	chr16	+	69166498	69202937	UTP4
1112	NM_032830	chr16	+	69166498	69202937	UTP4
140	NM_018052	chr16	-	70721341	70835061	VAC14
1125	NR_034083	chr16	+	70788962	70807154	VAC14-AS1
618	NM_138440	chr16	+	4421848	4433529	VASN
147	NM_020927	chr16	+	77822460	78014004	VAT1L
822	NM_001311311	chr16	-	31102162	31106320	VKORC1
822	NM_024006	chr16	-	31102162	31106320	VKORC1
822	NM_206824	chr16	-	31102162	31106320	VKORC1
941	NM_018206	chr16	-	46691890	46723144	VPS35
1114	NM_013245	chr16	+	69345286	69358946	VPS4A
158	NM_004913	chr16	-	89773540	89787394	VPS9D1
158	NR_036480	chr16	+	89778263	89784573	VPS9D1-AS1
94	NM_173615	chr16	+	22103858	22168287	VWA3A
585	NR_130735	chr16	+	72915	75112	WASIR2
590	NM_032259	chr16	-	734621	740424	WDR24
144	NM_030581	chr16	-	74907470	75019017	WDR59
144	NM_001324171	chr16	-	74942630	75019044	WDR59
144	NM_001324172	chr16	-	74946014	75019044	WDR59
590	NM_145294	chr16	+	699362	717829	WDR90
1228	NM_001282466	chr16	+	84328311	84363457	WFDC1
1228	NM_001282467	chr16	+	84328311	84363457	WFDC1
1228	NM_021197	chr16	+	84328311	84363457	WFDC1
590	NM_053284	chr16	+	681011	684116	WFIKKN1
1181	NR_120435	chr16	+	78133309	78134096	WWOX
147	NM_130791	chr16	+	78133309	78312616	WWOX
147	NR_120436	chr16	+	78133309	78312616	WWOX
18	NM_001291997	chr16	+	78133309	79246564	WWOX
18	NM_016373	chr16	+	78133309	79246564	WWOX
139	NM_001270455	chr16	+	69796186	69944308	WWP2
139	NM_001270454	chr16	+	69796186	69975644	WWP2
139	NM_007014	chr16	+	69796186	69975644	WWP2
1118	NM_001270453	chr16	+	69872639	69975644	WWP2
1118	NM_199424	chr16	+	69958885	69975644	WWP2
99	NM_001270940	chr16	-	28109297	28223239	XPO6
99	NM_015171	chr16	-	28109297	28223239	XPO6
89	NM_022166	chr16	-	17196180	17564738	XYLT1
825	NR_027011	chr16	-	31579087	31580845	YBX3P1
814	NM_031477	chr16	-	30103634	30107521	YPEL3
814	NM_001145524	chr16	-	30103636	30107537	YPEL3
1261	NM_001294340	chr16	+	88636788	88698372	ZC3H18
1261	NM_144604	chr16	+	88636788	88698372	ZC3H18
675	NM_014153	chr16	-	11844441	11891114	ZC3H7A
1252	NM_015144	chr16	-	87439851	87525460	ZCCHC14
1099	NM_013304	chr16	-	67428321	67450339	ZDHHC1
1099	NM_001323627	chr16	-	67428321	67450397	ZDHHC1
1233	NM_001145548	chr16	-	85008066	85045141	ZDHHC7
1233	NM_017740	chr16	-	85008066	85045141	ZDHHC7
142	NM_006885	chr16	-	72816785	73082274	ZFHX3
142	NM_001164766	chr16	-	72816785	73092534	ZFHX3
1158	NM_001318469	chr16	+	75182338	75206132	ZFP1
1158	NM_001318471	chr16	+	75182338	75206132	ZFP1
1158	NM_001318472	chr16	+	75182338	75206132	ZFP1
1158	NM_001318473	chr16	+	75182338	75206132	ZFP1
1158	NM_001318474	chr16	+	75182338	75206132	ZFP1
1158	NM_001318476	chr16	+	75182338	75206132	ZFP1
1158	NM_153688	chr16	+	75182338	75206132	ZFP1
1158	NM_001318475	chr16	+	75182948	75206132	ZFP1
1108	NM_001305203	chr16	+	68573115	68601039	ZFP90
1108	NM_001305206	chr16	+	68573115	68601039	ZFP90
1108	NM_001305207	chr16	+	68573115	68601039	ZFP90
1108	NM_001305208	chr16	+	68573115	68601039	ZFP90
1108	NM_133458	chr16	+	68573115	68601039	ZFP90
1108	NR_130976	chr16	+	68573115	68601039	ZFP90
1108	NR_130978	chr16	+	68573115	68601039	ZFP90
1108	NM_001305204	chr16	+	68573115	68609975	ZFP90
1108	NR_130977	chr16	+	68573115	68601039	ZFP90
1260	NM_153813	chr16	+	88520013	88601574	ZFPM1
812	NM_152338	chr16	+	29789560	29792969	ZG16
606	NM_145252	chr16	+	2880172	2882285	ZG16B
777	NM_001012981	chr16	-	25247321	25268855	ZKSCAN2
611	NM_001032292	chr16	+	3451189	3455043	ZNF174
611	NM_003450	chr16	+	3451189	3459364	ZNF174
1130	NM_006961	chr16	-	71507975	71523254	ZNF19
76	NM_003454	chr16	-	3272324	3285186	ZNF200
76	NM_001145448	chr16	-	3272324	3285456	ZNF200
76	NM_198088	chr16	-	3272324	3285456	ZNF200
76	NM_001145446	chr16	-	3272324	3285457	ZNF200
76	NM_198087	chr16	-	3272324	3285457	ZNF200
76	NM_001145447	chr16	-	3272324	3285186	ZNF200
609	NM_001042428	chr16	+	3162562	3170518	ZNF205
609	NM_003456	chr16	+	3162562	3170518	ZNF205
609	NM_001278158	chr16	+	3162579	3170518	ZNF205
609	NR_024166	chr16	-	3160460	3165599	ZNF205-AS1
609	NR_024167	chr16	-	3160460	3165599	ZNF205-AS1
609	NM_004220	chr16	+	3185056	3192805	ZNF213
609	NR_104432	chr16	+	3185056	3192805	ZNF213
609	NM_001134655	chr16	+	3185133	3192805	ZNF213
609	NR_110900	chr16	-	3175529	3184883	ZNF213-AS1
1130	NM_145911	chr16	-	71481502	71496126	ZNF23
1130	NM_001304492	chr16	-	71481502	71496155	ZNF23
1130	NM_001304493	chr16	-	71481502	71496155	ZNF23
1130	NM_001304494	chr16	-	71481502	71496155	ZNF23
610	NM_005741	chr16	+	3333486	3341459	ZNF263
828	NM_001265588	chr16	+	31885078	31928629	ZNF267
828	NM_003414	chr16	+	31885078	31928629	ZNF267
828	NR_049749	chr16	+	31885078	31928629	ZNF267
1270	NR_110128	chr16	+	89786775	89806312	ZNF276
1270	NR_110122	chr16	+	89787392	89806312	ZNF276
1270	NR_110126	chr16	+	89787392	89806312	ZNF276
1270	NM_152287	chr16	+	89787392	89807332	ZNF276
1270	NR_110129	chr16	+	89787949	89806312	ZNF276
1270	NM_001113525	chr16	+	89787951	89807332	ZNF276
1027	NM_020807	chr16	-	58028571	58033762	ZNF319
120	NM_015069	chr16	-	49521441	49856649	ZNF423
120	NM_001271620	chr16	-	49521441	49891830	ZNF423
1260	NM_001127464	chr16	+	88493878	88507165	ZNF469
12	NM_001214906	chr16	+	30389632	30411429	ZNF48
12	NM_001214907	chr16	+	30389634	30411429	ZNF48
12	NM_001214909	chr16	+	30406432	30411429	ZNF48
12	NM_152652	chr16	+	30406739	30411429	ZNF48
12	NM_001324494	chr16	+	30406432	30411429	ZNF48
621	NM_001303450	chr16	-	4800814	4817219	ZNF500
621	NM_021646	chr16	-	4798392	4817219	ZNF500
611	NM_152457	chr16	-	3482421	3493537	ZNF597
600	NM_178167	chr16	-	2047652	2059822	ZNF598
819	NM_001080417	chr16	-	30789769	30798523	ZNF629
822	NM_014699	chr16	+	31085742	31094833	ZNF646
822	NM_001172669	chr16	-	31072163	31076409	ZNF668
822	NM_001172670	chr16	-	31072163	31076409	ZNF668
822	NM_024706	chr16	-	31072163	31085641	ZNF668
822	NM_001172668	chr16	-	31072168	31084823	ZNF668
818	NM_001024683	chr16	-	30581018	30583728	ZNF688
818	NM_145271	chr16	-	30581018	30583728	ZNF688
818	NR_104166	chr16	-	30613878	30621149	ZNF689
818	NR_073480	chr16	-	30613878	30621707	ZNF689
818	NR_073482	chr16	-	30613878	30621754	ZNF689
818	NR_073481	chr16	-	30613878	30622096	ZNF689
818	NM_138447	chr16	-	30613878	30621707	ZNF689
827	NM_001130913	chr16	+	31724549	31772886	ZNF720
818	NM_001305020	chr16	-	30541687	30546291	ZNF747
818	NM_023931	chr16	-	30541687	30546291	ZNF747
818	NM_001305019	chr16	-	30541687	30546291	ZNF747
818	NM_001305018	chr16	-	30541687	30546291	ZNF747
610	NM_001302109	chr16	+	3355405	3368576	ZNF75A
610	NM_153028	chr16	+	3355405	3368576	ZNF75A
610	NR_126069	chr16	+	3358312	3368576	ZNF75A
610	NM_001324085	chr16	+	3355474	3368576	ZNF75A
610	NR_136681	chr16	+	3355474	3368576	ZNF75A
610	NR_136683	chr16	+	3355474	3368576	ZNF75A
610	NM_001324041	chr16	+	3356211	3368576	ZNF75A
610	NR_136686	chr16	+	3356211	3368576	ZNF75A
818	NM_001172679	chr16	-	30565084	30569642	ZNF764
818	NM_033410	chr16	-	30565084	30569642	ZNF764
817	NM_024671	chr16	-	30535321	30537910	ZNF768
817	NM_001142305	chr16	+	30418734	30429916	ZNF771
817	NM_016643	chr16	+	30418734	30429916	ZNF771
1266	NM_001201407	chr16	+	89284110	89295965	ZNF778
1266	NM_182531	chr16	+	89284110	89295965	ZNF778
1266	NR_037705	chr16	+	89284110	89295965	ZNF778
818	NM_152458	chr16	-	30591993	30597092	ZNF785
1133	NM_001318239	chr16	-	71893582	71914379	ZNF821
1133	NM_001201553	chr16	-	71893582	71917444	ZNF821
1133	NM_017530	chr16	-	71893582	71917444	ZNF821
1133	NM_001318238	chr16	-	71893582	71918075	ZNF821
1133	NM_001201552	chr16	-	71893582	71918093	ZNF821
1133	NM_001201554	chr16	-	71893582	71918093	ZNF821
1133	NM_001201556	chr16	-	71893582	71918093	ZNF821
824	NM_001136509	chr16	-	31446884	31454348	ZNF843
144	NM_032268	chr16	+	75032914	75144892	ZNRF1
746	NM_001290104	chr16	-	21208772	21225831	ZP2
746	NM_003460	chr16	-	21208772	21225831	ZP2
9	NM_001282416	chr16	-	3138890	3149318	ZSCAN10
9	NM_032805	chr16	-	3138890	3149318	ZSCAN10
9	NM_001282415	chr16	-	3138890	3149318	ZSCAN10
611	NM_001284527	chr16	-	3432080	3451065	ZSCAN32
611	NM_001284528	chr16	-	3432080	3451065	ZSCAN32
611	NM_001284529	chr16	-	3432080	3451065	ZSCAN32
611	NM_017810	chr16	-	3432080	3451065	ZSCAN32
611	NM_001324340	chr16	-	3432080	3451065	ZSCAN32
611	NM_001324341	chr16	-	3432080	3451065	ZSCAN32
611	NM_001324342	chr16	-	3432080	3451065	ZSCAN32
611	NM_001324343	chr16	-	3432080	3451065	ZSCAN32
611	NM_001324344	chr16	-	3432080	3451065	ZSCAN32
611	NM_001324345	chr16	-	3432080	3451065	ZSCAN32
611	NM_001324346	chr16	-	3432080	3451065	ZSCAN32
828	NR_037584	chr17	-	31856805	31860779	AA06
1153	NM_001166579	chr17	+	74449432	74466199	AANAT
1153	NM_001088	chr17	+	74463629	74466199	AANAT
1153	NR_110548	chr17	+	74463629	74466199	AANAT
898	NM_001261434	chr17	-	41102542	41116515	AARSD1
106	NM_012138	chr17	+	35306174	35414171	AATF
1188	NM_004920	chr17	-	79091095	79105748	AATK
1188	NM_001080395	chr17	-	79091095	79139872	AATK
1188	NR_027255	chr17	+	79139306	79156964	AATK-AS1
137	NM_080282	chr17	-	67144147	67240956	ABCA10
1098	NM_018672	chr17	-	67240575	67311774	ABCA5
1098	NM_172232	chr17	-	67240575	67323323	ABCA5
0	NM_080284	chr17	-	67074846	67138015	ABCA6
1095	NM_001288985	chr17	-	66863427	66951533	ABCA8
1095	NM_001288986	chr17	-	66863427	66951533	ABCA8
1095	NM_007168	chr17	-	66863427	66951533	ABCA8
136	NM_080283	chr17	-	66970772	67057136	ABCA9
1096	NR_126414	chr17	+	67000854	67014464	ABCA9-AS1
956	NM_001144070	chr17	+	48712217	48745288	ABCC3
119	NM_003786	chr17	+	48712217	48769063	ABCC3
797	NM_198147	chr17	-	27887688	27894042	ABHD15
945	NM_001135186	chr17	+	47287588	47300587	ABI3
945	NM_016428	chr17	+	47287588	47300587	ABI3
73	NM_001256847	chr17	-	906757	935081	ABR
73	NM_001282149	chr17	-	906757	982386	ABR
73	NM_001092	chr17	-	906757	1012340	ABR
9	NM_021962	chr17	-	906757	1083268	ABR
9	NM_001159746	chr17	-	906757	1090616	ABR
593	NM_001322842	chr17	-	1129184	1132974	ABR
